7,53
25,83
88,89
87,88
33,87
0,12
18,28
15,66
66,78
47,60
47,97
42,43
48,56
9,35
11,60
80,87
52,71
14,97
19,96
40,95
34,35
12,71
30,40
81,83
36,87
43,49
8,90
80,95
52,93
10,67
1,10
10,79
1,69
51,57
2,15
19,81
6,38
11,48
12,26
6,23
65,67
21,70
7,22
6,18
27,40
3,80
37,75
16,55
77,78
21,35
18,91
53,66
70,98
24,80
24,64
48,82
29,89
15,93
37,39
46,52
36,82
20,95
8,89
26,62
70,71
29,59
10,40
62,85
22,23
0,75
17,51
21,81
41,74
40,82
11,79
82,94
13,39
16,90
30,52
36,67
0,49
10,94
32,35
28,49
52,69
23,49
25,70
55,75
27,29
26,55
18,34
24,57
82,96
41,51
13,16
1,49
37,65
5,59
27,92
71,84
1,85
35,73
40,93
37,91
24,36
31,93
10,83
15,53
84,87
22,48
23,34
82,93
24,49
44,59
60,79
6,22
43,92
4,63
25,77
22,24
17,94
28,64
19,80
30,69
79,96
69,97
31,51
9,80
38,79
66,68
39,95
86,88
22,70
0,77
26,36
4,58
36,58
32,81
42,76
5,30
48,74
10,72
47,56
53,84
5,43
29,63
19,62
16,99
23,53
7,89
14,56
45,64
44,96
75,87
12,85
34,47
42,91
46,77
50,72
53,63
81,84
48,77
4,81
63,97
5,10
54,92
2,3
56,70
78,90
46,99
20,32
55,78
30,77
31,97
24,28
22,65
31,61
24,66
17,43
55,60
19,29
0,6
56,91
64,93
47,95
4,75
39,77
5,90
36,59
57,76
59,81
32,39
9,41
21,84
22,95
14,25
64,74
10,70
30,88
61,90
64,96
48,49
39,53
14,79
40,76
50,66
5,8
47,75
8,44
69,94
4,67
10,51
31,46
24,91
2,47
17,45
75,95
13,51
10,55
13,19
22,39
40,96
35,91
55,97
60,89
60,66
54,71
6,16
58,93
18,36
23,52
31,39
50,59
22,35
68,79
62,83
39,43
7,81
29,70
67,75
45,89
13,90
20,78
30,98
61,63
10,35
10,29
23,91
1,13
69,82
22,68
37,97
10,57
38,68
54,80
59,79
23,43
68,70
90,97
0,73
28,31
27,74
33,79
26,76
5,67
33,51
42,50
51,58
91,99
70,85
8,71
51,54
50,58
49,65
22,69
54,84
52,97
44,55
45,95
1,33
62,70
22,85
15,76
26,94
34,51
55,64
15,83
68,78
42,62
39,57
65,97
53,88
29,69
0,96
15,52
21,79
49,67
11,63
19,26
26,34
20,27
71,93
39,45
78,98
65,92
29,56
26,35
8,80
46,92
36,95
69,89
47,79
56,75
56,65
33,40
40,51
42,80
30,92
11,81
7,43
11,14
80,85
10,47
39,94
21,69
8,18
71,74
66,73
18,88
11,49
76,84
76,94
34,74
8,64
26,85
13,46
69,88
25,63
76,78
5,93
33,82
36,61
48,84
6,47
29,42
38,84
20,91
52,81
46,54
59,94
44,89
36,70
2,29
55,69
85,97
57,67
26,60
76,86
9,47
51,91
37,83
12,46
46,82
71,99
61,76
20,62
60,65
31,84
49,94
24,26
37,87
8,86
21,83
46,94
10,95
27,96
48,80
16,77
20,87
50,86
13,93
0,41
31,72
1,77
2,63
37,95
11,88
32,77
56,79
52,74
79,95
80,82
50,77
77,85
58,88
47,55
58,78
34,99
7,49
32,55
57,92
25,26
14,60
66,94
1,32
68,99
12,77
0,83
60,87
39,68
45,51
0,74
41,81
29,95
28,56
6,39
3,88
2,89
25,48
50,54
45,79
53,58
15,16
11,30
3,42
2,46
71,98
4,11
55,90
11,86
30,47
58,79
19,60
15,33
72,95
17,30
41,61
59,67
6,81
80,84
10,38
42,98
18,41
12,58
75,77
29,84
39,89
7,69
47,73
21,56
21,93
5,84
26,91
39,48
33,46
9,83
24,98
17,73
1,80
34,36
31,60
58,64
28,50
12,50
17,65
80,98
53,73
5,13
32,93
45,81
50,97
23,37
0,67
68,77
4,22
20,37
21,47
2,57
27,98
2,36
76,83
31,99
54,85
3,50
24,81
36,39
13,24
39,93
14,26
47,61
20,70
19,71
38,47
21,23
43,69
93,98
7,8
66,89
33,91
21,64
31,44
29,32
1,56
71,78
10,27
15,90
22,30
66,74
56,67
31,59
2,8
46,91
4,14
2,60
13,27
0,46
35,76
3,78
88,90
3,75
14,72
44,82
28,91
67,74
15,62
67,91
14,91
11,95
88,96
54,64
14,51
11,31
2,10
2,94
7,13
4,42
33,56
35,61
5,76
28,98
23,78
82,86
13,14
44,75
32,92
1,59
28,42
47,84
15,49
63,87
22,93
70,80
49,61
18,83
35,36
35,94
4,9
18,81
87,97
85,98
6,29
35,80
57,64
37,44
20,85
28,47
0,88
2,22
20,40
10,64
22,67
43,60
14,46
25,44
18,82
48,79
27,69
61,62
86,98
20,21
18,46
64,76
22,79
13,71
79,89
49,77
27,79
4,82
79,91
67,83
13,56
97,98
30,62
86,99
14,81
3,93
71,91
9,22
44,71
13,76
72,77
36,85
55,59
20,23
73,80
57,71
21,76
36,49
87,91
21,73
34,85
62,64
41,57
26,78
51,96
65,84
12,48
32,89
28,94
59,74
85,95
22,54
74,89
40,47
5,60
41,64
7,19
10,92
4,6
13,62
1,8
3,31
0,13
19,97
23,69
71,79
13,38
54,96
26,28
49,73
24,94
11,28
7,68
39,41
32,36
84,88
48,66
1,78
44,97
5,99
60,64
67,84
32,90
8,22
26,69
46,74
29,36
94,95
11,32
20,71
55,83
11,13
18,53
30,83
27,45
14,20
59,91
20,96
25,82
12,36
44,68
30,35
43,45
25,53
5,58
61,86
30,49
21,80
16,68
64,97
34,43
42,51
15,20
19,70
7,85
19,57
24,53
15,32
4,72
40,60
12,24
17,35
5,14
85,87
38,77
67,86
52,92
46,59
42,89
15,24
38,65
34,96
56,98
44,54
17,77
77,94
27,65
1,51
1,83
28,75
55,77
31,47
7,28
60,94
16,74
63,81
38,62
31,81
41,80
47,58
42,58
34,45
1,14
43,52
92,97
21,78
28,72
5,41
15,80
33,58
77,89
42,47
26,88
62,90
63,89
22,91
72,92
19,95
41,47
45,47
10,20
69,83
74,79
12,42
25,42
21,65
72,83
18,32
65,85
8,84
64,77
71,92
21,90
35,96
49,80
29,57
23,50
8,17
61,96
4,79
42,81
1,53
9,71
24,92
29,34
21,68
1,3
16,61
8,14
45,68
34,62
0,53
2,71
37,78
16,41
43,62
51,97
19,53
3,53
77,93
74,85
4,30
51,78
68,98
80,88
41,88
38,94
35,59
79,98
44,60
72,81
77,97
46,75
7,61
26,74
66,88
38,54
73,94
37,49
14,82
21,75
23,85
48,86
4,94
31,78
40,91
4,36
42,95
10,68
77,84
55,81
32,70
18,38
37,55
51,92
53,93
3,95
23,40
56,57
9,32
49,71
45,78
46,87
45,49
81,86
50,51
2,51
31,63
20,58
38,45
25,27
14,89
50,53
25,98
15,44
53,56
18,92
4,57
35,90
9,52
19,46
25,90
27,41
4,33
66,82
20,77
7,54
50,78
15,97
67,92
88,94
6,69
35,92
84,92
48,96
69,98
36,40
27,39
39,47
18,30
52,68
15,96
15,74
88,95
18,72
2,42
33,86
48,51
35,78
5,48
29,55
19,90
5,75
54,63
40,73
26,32
32,40
28,58
47,93
8,28
89,96
10,39
89,99
10,48
91,98
66,86
19,50
4,54
50,68
83,95
31,37
19,28
34,41
13,37
13,21
44,95
97,99
78,83
3,44
56,78
7,98
84,86
15,70
2,58
44,88
16,67
28,82
19,38
34,66
44,53
11,76
3,59
34,53
72,94
77,83
64,87
50,62
1,20
68,76
55,91
68,69
42,86
1,11
16,50
67,87
38,99
84,91
17,21
89,91
3,79
23,25
30,41
32,94
51,62
21,82
40,97
30,74
27,51
16,52
84,98
23,39
42,69
45,58
25,55
62,98
45,97
14,48
48,53
22,45
9,14
0,21
22,55
25,49
58,63
0,76
63,93
63,96
14,62
13,45
60,95
4,43
98,99
10,17
2,64
5,73
8,83
18,31
38,85
17,58
46,84
28,38
52,59
82,98
42,57
23,82
35,99
13,66
11,57
36,56
94,99
54,59
26,61
25,39
10,89
36,68
71,94
61,68
33,67
64,88
10,30
40,98
6,25
89,90
15,77
23,68
64,79
22,51
11,19
32,67
26,53
95,97
72,82
79,90
39,51
74,87
31,71
23,61
8,41
13,23
19,40
14,98
19,75
9,19
41,87
14,69
27,42
75,82
72,86
7,60
0,68
21,62
24,90
44,70
2,38
39,92
58,68
27,52
2,5
64,82
33,98
17,83
15,71
20,97
75,80
62,93
26,49
0,51
23,89
40,42
27,50
7,32
9,72
73,90
6,98
86,87
13,94
59,97
15,63
26,70
62,71
4,32
67,68
72,96
10,44
20,98
16,91
30,75
39,59
0,14
45,93
0,3
34,63
